volumeId	imgSeq	imgUrl
V1GS66030_I1GS66239	170	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390170.tif/full/max/0/default.png
V1GS66030_I1GS66239	171	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390171.tif/full/max/0/default.png
V1GS66030_I1GS66239	172	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390172.tif/full/max/0/default.png
V1GS66030_I1GS66239	173	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390173.tif/full/max/0/default.png
V1GS66030_I1GS66239	174	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390174.tif/full/max/0/default.png
V1GS66030_I1GS66239	175	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390175.tif/full/max/0/default.png
V1GS66030_I1GS66239	176	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390176.tif/full/max/0/default.png
V1GS66030_I1GS66239	177	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390177.tif/full/max/0/default.png
V1GS66030_I1GS66239	178	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390178.tif/full/max/0/default.png
V1GS66030_I1GS66239	179	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390179.tif/full/max/0/default.png
V1GS66030_I1GS66239	180	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390180.tif/full/max/0/default.png
V1GS66030_I1GS66239	181	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390181.tif/full/max/0/default.png
V1GS66030_I1GS66239	182	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390182.tif/full/max/0/default.png
V1GS66030_I1GS66239	183	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390183.tif/full/max/0/default.png
V1GS66030_I1GS66239	184	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390184.tif/full/max/0/default.png
V1GS66030_I1GS66239	185	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390185.tif/full/max/0/default.png
V1GS66030_I1GS66239	186	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390186.tif/full/max/0/default.png
